16.3027975627,14.0839086465
13.7163796603,16.4281074401
13.7747169998,13.4318585804
15.0642810311,15.4091907562
12.3170985431,14.0713837428
14.2275206811,15.5242655098
14.6820381141,14.8417482535
14.218543254,14.6065341167
14.3835702329,15.4052412465
14.7458396069,16.9809874341
13.7698529163,13.5160981553
14.0261357431,14.1810933277
12.7142569946,14.4233152192
14.2249492248,16.2842472907
14.2933450283,15.9913825975
14.952481967,14.3640534658
14.7340456806,15.8183314943
19.2895401072,10.6757406265
8.73857120135,16.7958075441
0.307938461133,5.39141258073
28.541785823,21.5997762132
19.034987881,12.0289486283
14.3757787254,23.355972555
8.77806588243,16.6895264377
